entry,00001030,entrypoint
z_demo_ec,8096D64C,func_8096D64C
z_demo_ec,8096D68C,DemoEc_UpdateEyes
z_demo_ec,8096D714,DemoEc_SetEyeTexIndex
z_demo_ec,8096D728,DemoEc_InitSkelAnime
z_demo_ec,8096D79C,DemoEc_ChangeAnimation
z_demo_ec,8096D858,DemoEc_AllocColorDList
z_demo_ec,8096D8C4,DemoEc_DrawSkeleton
z_demo_ec,8096DA80,DemoEc_DrawSkeletonCustomColor
z_demo_ec,8096DD0C,DemoEc_UseDrawObject
z_demo_ec,8096DDBC,DemoEc_UseAnimationObject
z_demo_ec,8096DDF0,DemoEc_GetNpcAction
z_demo_ec,8096DE14,DemoEc_SetNpcActionPosRot
z_demo_ec,8096DE94,DemoEc_InitIngo
z_demo_ec,8096DF2C,DemoEc_UpdateIngo
z_demo_ec,8096DF68,DemoEc_DrawIngo
z_demo_ec,8096DF9C,DemoEc_InitTalon
z_demo_ec,8096E034,DemoEc_UpdateTalon
z_demo_ec,8096E070,DemoEc_DrawTalon
z_demo_ec,8096E0A4,DemoEc_InitWindmillMan
z_demo_ec,8096E13C,DemoEc_UpdateWindmillMan
z_demo_ec,8096E178,DemoEc_DrawWindmillMan
z_demo_ec,8096E1AC,DemoEc_InitKokiriBoy
z_demo_ec,8096E244,DemoEc_InitDancingKokiriBoy
z_demo_ec,8096E2E0,DemoEc_UpdateKokiriBoy
z_demo_ec,8096E31C,DemoEc_UpdateDancingKokiriBoy
z_demo_ec,8096E33C,DemoEc_DrawKokiriBoy
z_demo_ec,8096E380,DemoEc_InitKokiriGirl
z_demo_ec,8096E418,DemoEc_InitDancingKokiriGirl
z_demo_ec,8096E4B4,DemoEc_UpdateKokiriGirl
z_demo_ec,8096E4F8,DemoEc_UpdateDancingKokiriGirl
z_demo_ec,8096E518,DemoEc_DrawKokiriGirl
z_demo_ec,8096E56C,DemoEc_InitOldMan
z_demo_ec,8096E604,DemoEc_UpdateOldMan
z_demo_ec,8096E648,DemoEc_DrawOldMan
z_demo_ec,8096E69C,DemoEc_InitBeardedMan
z_demo_ec,8096E734,DemoEc_UpdateBeardedMan
z_demo_ec,8096E778,DemoEc_DrawBeardedMan
z_demo_ec,8096E7CC,DemoEc_InitWoman
z_demo_ec,8096E864,DemoEc_UpdateWoman
z_demo_ec,8096E8A8,DemoEc_DrawWoman
z_demo_ec,8096E8E4,DemoEc_InitOldWoman
z_demo_ec,8096E97C,DemoEc_UpdateOldWoman
z_demo_ec,8096E9B8,DemoEc_DrawOldWoman
z_demo_ec,8096E9E8,DemoEc_InitBossCarpenter
z_demo_ec,8096EA80,DemoEc_UpdateBossCarpenter
z_demo_ec,8096EABC,DemoEc_DrawBossCarpenter
z_demo_ec,8096EAE8,DemoEc_InitCarpenter
z_demo_ec,8096EB80,DemoEc_UpdateCarpenter
z_demo_ec,8096EBBC,DemoEc_CarpenterOverrideLimbDraw
z_demo_ec,8096ECBC,DemoEc_GetCarpenterPostLimbDList
z_demo_ec,8096ED40,DemoEc_CarpenterPostLimbDraw
z_demo_ec,8096EDC0,DemoEc_DrawCarpenter
z_demo_ec,8096EDFC,DemoEc_InitGerudo
z_demo_ec,8096EE98,DemoEc_UpdateGerudo
z_demo_ec,8096EEDC,DemoEc_GetGerudoPostLimbDList
z_demo_ec,8096EF4C,DemoEc_GerudoPostLimbDraw
z_demo_ec,8096EFCC,DemoEc_DrawGerudo
z_demo_ec,8096F010,DemoEc_InitDancingZora
z_demo_ec,8096F0AC,DemoEc_UpdateDancingZora
z_demo_ec,8096F0F0,DemoEc_DrawDancingZora
z_demo_ec,8096F12C,DemoEc_InitKingZora
z_demo_ec,8096F1D4,func_8096F1D4
z_demo_ec,8096F224,func_8096F224
z_demo_ec,8096F26C,func_8096F26C
z_demo_ec,8096F2B0,func_8096F2B0
z_demo_ec,8096F314,DemoEc_UpdateKingZora
z_demo_ec,8096F378,func_8096F378
z_demo_ec,8096F3D4,func_8096F3D4
z_demo_ec,8096F418,DemoEc_DrawKingZora
z_demo_ec,8096F454,DemoEc_InitMido
z_demo_ec,8096F4FC,func_8096F4FC
z_demo_ec,8096F544,func_8096F544
z_demo_ec,8096F578,func_8096F578
z_demo_ec,8096F5DC,DemoEc_UpdateMido
z_demo_ec,8096F640,func_8096F640
z_demo_ec,8096F69C,DemoEc_DrawMido
z_demo_ec,8096F6D8,DemoEc_InitCucco
z_demo_ec,8096F7A0,DemoEc_UpdateCucco
z_demo_ec,8096F7DC,DemoEc_DrawCucco
z_demo_ec,8096F808,DemoEc_InitCuccoLady
z_demo_ec,8096F8A4,DemoEc_UpdateCuccoLady
z_demo_ec,8096F8E8,DemoEc_DrawCuccoLady
z_demo_ec,8096F924,DemoEc_InitPotionShopOwner
z_demo_ec,8096F9C0,DemoEc_UpdatePotionShopOwner
z_demo_ec,8096FA04,DemoEc_DrawPotionShopOwner
z_demo_ec,8096FA40,DemoEc_InitMaskShopOwner
z_demo_ec,8096FADC,DemoEc_UpdateMaskShopOwner
z_demo_ec,8096FB18,DemoEc_DrawMaskShopOwner
z_demo_ec,8096FB48,DemoEc_InitFishingMan
z_demo_ec,8096FBE4,DemoEc_UpdateFishingMan
z_demo_ec,8096FC28,DemoEc_FishingManPostLimbDraw
z_demo_ec,8096FCA8,DemoEc_DrawFishingMan
z_demo_ec,8096FCEC,DemoEc_InitBombchuShopOwner
z_demo_ec,8096FD88,DempEc_UpdateBombchuShopOwner
z_demo_ec,8096FDCC,DemoEc_DrawBombchuShopOwner
z_demo_ec,8096FE08,DemoEc_InitGorons
z_demo_ec,8096FF38,DemoEc_UpdateGorons
z_demo_ec,8096FF7C,DemoEc_DrawGorons
z_demo_ec,8096FFBC,DemoEc_InitMalon
z_demo_ec,80970058,DemoEc_UpdateMalon
z_demo_ec,8097009C,DemoEc_DrawMalon
z_demo_ec,809700DC,DemoEc_InitNpc
z_demo_ec,80970140,DemoEc_InitCommon
z_demo_ec,80970224,DemoEc_Update
z_demo_ec,809702B0,DemoEc_DrawCommon
z_demo_ec,809702BC,DemoEc_Draw
z_demo_effect,80970F50,DemoEffect_SetupUpdate
z_demo_effect,80970F58,DemoEffect_InterpolateCsFrames
z_demo_effect,80970FB4,DemoEffect_InitJewel
z_demo_effect,80971070,DemoEffect_InitGetItem
z_demo_effect,809710C0,DemoEffect_Init
z_demo_effect,80971914,DemoEffect_Destroy
z_demo_effect,80971960,DemoEffect_Wait
z_demo_effect,809719C0,DemoEffect_UpdatePositionToParent
z_demo_effect,809719F0,DemoEffect_UpdateCrystalLight
z_demo_effect,80971A28,DemoEffect_MedalSparkle
z_demo_effect,80971BBC,DemoEffect_UpdateGetItem
z_demo_effect,80971DFC,DemoEffect_InitTimeWarp
z_demo_effect,80972008,DemoEffect_UpdateTimeWarpPullMasterSword
z_demo_effect,809720AC,DemoEffect_TimewarpShrink
z_demo_effect,809721D0,DemoEffect_UpdateTimeWarpReturnFromChamberOfSages
z_demo_effect,80972288,DemoEffect_UpdateTimeWarpTimeblock
z_demo_effect,80972344,DemoEffect_InitTimeWarpTimeblock
z_demo_effect,809723C4,DemoEffect_UpdateTriforceSpot
z_demo_effect,809726AC,DemoEffect_UpdateLightRingShrinking
z_demo_effect,8097273C,DemoEffect_UpdateLightRingExpanding
z_demo_effect,809727B0,DemoEffect_UpdateLightRingTriforce
z_demo_effect,80972868,DemoEffect_UpdateCreationFireball
z_demo_effect,809729B8,DemoEffect_InitCreationFireball
z_demo_effect,80972A04,DemoEffect_UpdateBlueOrbShrink
z_demo_effect,80972A6C,DemoEffect_UpdateBlueOrbGrow
z_demo_effect,80972B4C,DemoEffect_UpdateLightEffect
z_demo_effect,80972E3C,DemoEffect_UpdateLgtShower
z_demo_effect,80972EA8,DemoEffect_UpdateGodLgtDin
z_demo_effect,8097303C,DemoEffect_UpdateGodLgtNayru
z_demo_effect,8097322C,DemoEffect_UpdateGodLgtFarore
z_demo_effect,809733C8,DemoEffect_MoveTowardTarget
z_demo_effect,80973424,DemoEffect_InitJewelColor
z_demo_effect,80973524,DemoEffect_SetJewelColor
z_demo_effect,80973CA0,DemoEffect_MoveJewelSplit
z_demo_effect,80973CFC,DemoEffect_MoveJewelSpherical
z_demo_effect,80973EE0,DemoEffect_MoveJewelActivateDoorOfTime
z_demo_effect,8097414C,DemoEffect_JewelSparkle
z_demo_effect,809742B0,DemoEffect_PlayJewelSfx
z_demo_effect,80974314,DemoEffect_UpdateJewelAdult
z_demo_effect,80974358,DemoEffect_UpdateJewelChild
z_demo_effect,8097456C,DemoEffect_UpdateDust
z_demo_effect,80974690,DemoEffect_Update
z_demo_effect,809746B4,DemoEffect_CheckCsAction
z_demo_effect,809746F8,DemoEffect_DrawJewel
z_demo_effect,80974B80,DemoEffect_DrawCrystalLight
z_demo_effect,80974EB4,DemoEffect_DrawFireBall
z_demo_effect,80975074,DemoEffect_DrawGodLgt
z_demo_effect,80975494,DemoEffect_DrawLightEffect
z_demo_effect,8097571C,DemoEffect_DrawBlueOrb
z_demo_effect,8097587C,DemoEffect_DrawLgtShower
z_demo_effect,80975A3C,DemoEffect_DrawLightRing
z_demo_effect,80975BD4,DemoEffect_DrawTriforceSpot
z_demo_effect,809761C4,DemoEffect_DrawGetItem
z_demo_effect,80976254,DemoEffect_DrawTimewarpLimbs
z_demo_effect,80976404,DemoEffect_DrawTimeWarp
z_demo_effect,809764FC,DemoEffect_FaceToCsEndpoint
z_demo_effect,809765AC,DemoEffect_MoveToCsEndpoint
z_demo_effect,8097670C,DemoEffect_MoveGetItem
z_demo_effect,809767B0,DemoEffect_InitPositionFromCsAction
z_demo_ext,80977390,DemoExt_Destroy
z_demo_ext,8097739C,DemoExt_Init
z_demo_ext,80977450,DemoExt_PlayVortexSFX
z_demo_ext,809774D8,DemoExt_GetNpcAction
z_demo_ext,809774FC,DemoExt_SetupWait
z_demo_ext,80977508,DemoExt_SetupMaintainVortex
z_demo_ext,80977590,DemoExt_SetupDispellVortex
z_demo_ext,809775A4,DemoExt_FinishClosing
z_demo_ext,80977610,DemoExt_CheckCsMode
z_demo_ext,809776D0,DemoExt_SetScrollAndRotation
z_demo_ext,8097771C,DemoExt_SetColorsAndScales
z_demo_ext,80977854,DemoExt_Wait
z_demo_ext,80977874,DemoExt_MaintainVortex
z_demo_ext,809778AC,DemoExt_DispellVortex
z_demo_ext,809778E8,DemoExt_Update
z_demo_ext,80977944,DemoExt_DrawNothing
z_demo_ext,80977950,DemoExt_DrawVortex
z_demo_ext,80977C10,DemoExt_Draw
z_demo_geff,80977E40,DemoGeff_Destroy
z_demo_geff,80977E4C,DemoGeff_Init
z_demo_geff,80977EA8,func_80977EA8
z_demo_geff,80977F80,func_80977F80
z_demo_geff,80978030,func_80978030
z_demo_geff,809781FC,func_809781FC
z_demo_geff,809782A0,func_809782A0
z_demo_geff,80978308,func_80978308
z_demo_geff,80978344,func_80978344
z_demo_geff,80978370,func_80978370
z_demo_geff,809783D4,func_809783D4
z_demo_geff,80978478,DemoGeff_Update
z_demo_geff,809784D4,func_809784D4
z_demo_geff,809784E0,DemoGeff_Draw
z_demo_gj,80978930,DemoGj_GetCollectibleType
z_demo_gj,80978940,DemoGj_GetCollectibleAmount
z_demo_gj,80978950,DemoGj_GetType
z_demo_gj,8097895C,DemoGj_InitCylinder
z_demo_gj,809789A4,DemoGj_HitByExplosion
z_demo_gj,809789D8,DemoGj_DestroyCylinder
z_demo_gj,80978A8C,DemoGj_Destroy
z_demo_gj,80978AC4,DemoGj_PlayExplosionSfx
z_demo_gj,80978AFC,DemoGj_SpawnSmoke
z_demo_gj,80978B90,DemoGj_DropCollectible
z_demo_gj,80978C20,DemoGj_Explode
z_demo_gj,80978EBC,DemoGj_IsSceneInvalid
z_demo_gj,80978EE4,DemoGj_FindGanon
z_demo_gj,80978F60,DemoGj_InitCommon
z_demo_gj,80978FCC,DemoGj_InitSetIndexes
z_demo_gj,80979030,DemoGj_DrawCommon
z_demo_gj,8097911C,DemoGj_DrawRotated
z_demo_gj,8097923C,DemoGj_SetupRotation
z_demo_gj,809797E4,func_809797E4
z_demo_gj,80979818,DemoGj_IsGanondorfRisingFromRubble
z_demo_gj,8097983C,DemoGj_IsGanondorfFloatingInAir
z_demo_gj,80979860,DemoGj_SetupMovement
z_demo_gj,80979F9C,DemoGj_CheckIfTransformedIntoGanon
z_demo_gj,80979FD0,DemoGj_InitRubblePile1
z_demo_gj,8097A000,func_8097A000
z_demo_gj,8097A07C,DemoGj_SpawnSmokePreBattle1
z_demo_gj,8097A0E4,func_8097A0E4
z_demo_gj,8097A130,func_8097A130
z_demo_gj,8097A160,DemoGj_Update01
z_demo_gj,8097A190,DemoGj_Update08
z_demo_gj,8097A1C0,DemoGj_DrawRubble2
z_demo_gj,8097A1E4,DemoGj_DrawRotatedRubble2
z_demo_gj,8097A208,DemoGj_InitRubblePile2
z_demo_gj,8097A238,func_8097A238
z_demo_gj,8097A2B4,DemoGj_SpawnSmokePreBattle2
z_demo_gj,8097A320,func_8097A320
z_demo_gj,8097A36C,func_8097A36C
z_demo_gj,8097A39C,DemoGj_Update02
z_demo_gj,8097A3CC,DemoGj_Update09
z_demo_gj,8097A3FC,DemoGj_DrawRubble3
z_demo_gj,8097A420,DemoGj_DrawRotatedRubble3
z_demo_gj,8097A444,DemoGj_InitRubblePile3
z_demo_gj,8097A474,func_8097A474
z_demo_gj,8097A4F0,func_8097A4F0
z_demo_gj,8097A53C,func_8097A53C
z_demo_gj,8097A56C,DemoGj_Update03
z_demo_gj,8097A59C,DemoGj_Update10
z_demo_gj,8097A5CC,DemoGj_DrawRubble4
z_demo_gj,8097A5F0,DemoGj_DrawRotatedRubble4
z_demo_gj,8097A614,DemoGj_InitRubblePile4
z_demo_gj,8097A644,func_8097A644
z_demo_gj,8097A6C0,func_8097A6C0
z_demo_gj,8097A70C,func_8097A70C
z_demo_gj,8097A73C,DemoGj_Update04
z_demo_gj,8097A76C,DemoGj_Update11
z_demo_gj,8097A79C,DemoGj_DrawRubble5
z_demo_gj,8097A7C0,DemoGj_DrawRotatedRubble5
z_demo_gj,8097A7E4,DemoGj_InitRubblePile5
z_demo_gj,8097A814,func_8097A814
z_demo_gj,8097A890,func_8097A890
z_demo_gj,8097A8DC,func_8097A8DC
z_demo_gj,8097A90C,DemoGj_Update05
z_demo_gj,8097A93C,DemoGj_Update12
z_demo_gj,8097A96C,DemoGj_DrawRubble6
z_demo_gj,8097A990,DemoGj_DrawRotatedRubble6
z_demo_gj,8097A9B4,DemoGj_InitRubblePile6
z_demo_gj,8097A9E4,func_8097A9E4
z_demo_gj,8097AA60,func_8097AA60
z_demo_gj,8097AAAC,func_8097AAAC
z_demo_gj,8097AADC,DemoGj_Update06
z_demo_gj,8097AB0C,DemoGj_Update13
z_demo_gj,8097AB3C,DemoGj_DrawRubble7
z_demo_gj,8097AB60,DemoGj_DrawRotatedRubble7
z_demo_gj,8097AB84,DemoGj_InitRubblePile7
z_demo_gj,8097ABB4,func_8097ABB4
z_demo_gj,8097AC30,DemoGj_SpawnSmokePreBattle3
z_demo_gj,8097AC9C,func_8097AC9C
z_demo_gj,8097ACE8,func_8097ACE8
z_demo_gj,8097AD18,DemoGj_Update07
z_demo_gj,8097AD48,DemoGj_Update14
z_demo_gj,8097AD78,DemoGj_DrawRubbleTall
z_demo_gj,8097AD9C,DemoGj_DrawRotatedRubbleTall
z_demo_gj,8097ADC0,DemoGj_InitRubbleAroundArena
z_demo_gj,8097ADF0,DemoGj_UpdateRubbleAroundArena
z_demo_gj,8097AE38,DemoGj_DrawRubbleAroundArena
z_demo_gj,8097AE5C,DemoGj_InitDestructableRubble1
z_demo_gj,8097AEDC,DemoGj_DoNothing1
z_demo_gj,8097AEE8,func_8097AEE8
z_demo_gj,8097B080,DemoGj_SetCylindersAsAC
z_demo_gj,8097B0EC,DemoGj_DirectedExplosion
z_demo_gj,8097B128,func_8097B128
z_demo_gj,8097B1B4,DemoGj_HasCylinderAnyExploded
z_demo_gj,8097B22C,func_8097B22C
z_demo_gj,8097B340,DemoGj_Update15
z_demo_gj,8097B370,DemoGj_Update18
z_demo_gj,8097B3A0,DemoGj_DrawDestructableRubble1
z_demo_gj,8097B3C4,DemoGj_InitDestructableRubble2
z_demo_gj,8097B444,DemoGj_DoNothing2
z_demo_gj,8097B450,func_8097B450
z_demo_gj,8097B5A4,DemoGj_SetCylindersAsAC2
z_demo_gj,8097B610,DemoGj_HasCylinderAnyExploded2
z_demo_gj,8097B688,DemoGj_DirectedExplosion2
z_demo_gj,8097B6C4,func_8097B6C4
z_demo_gj,8097B750,func_8097B750
z_demo_gj,8097B864,DemoGj_Update16
z_demo_gj,8097B894,DemoGj_Update19
z_demo_gj,8097B8C4,DemoGj_DemoGj_InitDestructableRubble2
z_demo_gj,8097B8E8,DemoGj_InitDestructableRubbleTall
z_demo_gj,8097B930,DemoGj_DoNothing3
z_demo_gj,8097B93C,DemoGj_DirectedDoubleExplosion
z_demo_gj,8097B9BC,func_8097B9BC
z_demo_gj,8097BA48,func_8097BA48
z_demo_gj,8097BB78,DemoGj_Update17
z_demo_gj,8097BBA8,DemoGj_Update20
z_demo_gj,8097BBD8,DemoGj_DemoGj_InitDestructableRubbleTall
z_demo_gj,8097BBFC,DemoGj_Update
z_demo_gj,8097BC58,DemoGj_Init
z_demo_gj,8097BD70,DemoGj_DrawNothing
z_demo_gj,8097BD7C,DemoGj_Draw
z_demo_go,8097C870,func_8097C870
z_demo_go,8097C8A8,func_8097C8A8
z_demo_go,8097C910,DemoGo_Destroy
z_demo_go,8097C930,func_8097C930
z_demo_go,8097C9B8,func_8097C9B8
z_demo_go,8097C9DC,func_8097C9DC
z_demo_go,8097CA30,func_8097CA30
z_demo_go,8097CA78,func_8097CA78
z_demo_go,8097CB0C,func_8097CB0C
z_demo_go,8097CC08,func_8097CC08
z_demo_go,8097CCC0,func_8097CCC0
z_demo_go,8097CCE0,func_8097CCE0
z_demo_go,8097CD90,DemoGo_FrameUpdateMatrix
z_demo_go,8097CDB0,func_8097CDB0
z_demo_go,8097CE10,func_8097CE10
z_demo_go,8097CE20,func_8097CE20
z_demo_go,8097CE78,func_8097CE78
z_demo_go,8097CEEC,func_8097CEEC
z_demo_go,8097CF20,func_8097CF20
z_demo_go,8097CF9C,func_8097CF9C
z_demo_go,8097CFDC,func_8097CFDC
z_demo_go,8097CFFC,func_8097CFFC
z_demo_go,8097D01C,func_8097D01C
z_demo_go,8097D058,func_8097D058
z_demo_go,8097D088,func_8097D088
z_demo_go,8097D0D0,func_8097D0D0
z_demo_go,8097D130,func_8097D130
z_demo_go,8097D188,DemoGo_Update
z_demo_go,8097D1E4,DemoGo_Init
z_demo_go,8097D290,func_8097D290
z_demo_go,8097D29C,func_8097D29C
z_demo_go,8097D3DC,DemoGo_Draw
z_demo_gt,8097D670,DemoGt_Destroy
z_demo_gt,8097D6B4,DemoGt_PlayEarthquakeSfx
z_demo_gt,8097D6D4,DemoGt_PlayExplosion1Sfx
z_demo_gt,8097D6F8,DemoGt_PlayExplosion2Sfx
z_demo_gt,8097D71C,DemoGt_Rumble
z_demo_gt,8097D74C,DemoGt_SpawnDust
z_demo_gt,8097D7D8,func_8097D7D8
z_demo_gt,8097D964,DemoGt_SpawnCloudRing
z_demo_gt,8097D9C4,DemoGt_SpawnExplosionWithSound
z_demo_gt,8097DA78,DemoGt_SpawnExplosionNoSound
z_demo_gt,8097DAC8,func_8097DAC8
z_demo_gt,8097DD28,func_8097DD28
z_demo_gt,8097DF70,func_8097DF70
z_demo_gt,8097E1D4,func_8097E1D4
z_demo_gt,8097E454,func_8097E454
z_demo_gt,8097E69C,func_8097E69C
z_demo_gt,8097E6BC,DemoGt_GetNpcAction
z_demo_gt,8097E704,func_8097E704
z_demo_gt,8097E744,func_8097E744
z_demo_gt,8097E824,func_8097E824
z_demo_gt,8097ED64,func_8097ED64
z_demo_gt,8097ED94,func_8097ED94
z_demo_gt,8097EDD8,func_8097EDD8
z_demo_gt,8097EE44,func_8097EE44
z_demo_gt,8097EEA8,func_8097EEA8_Init0
z_demo_gt,8097EF00,func_8097EF00
z_demo_gt,8097EF34,func_8097EF34
z_demo_gt,8097EF40,func_8097EF40
z_demo_gt,8097F0AC,func_8097F0AC
z_demo_gt,8097F19C,func_8097F19C
z_demo_gt,8097F1D8,func_8097F1D8
z_demo_gt,8097F280,func_8097F280
z_demo_gt,8097F3EC,func_8097F3EC
z_demo_gt,8097F428,DemoGt_Update0
z_demo_gt,8097F498,DemoGt_Update8
z_demo_gt,8097F508,DemoGt_Draw1
z_demo_gt,8097F904,func_8097F904_Init1
z_demo_gt,8097F960,func_8097F960
z_demo_gt,8097F96C,func_8097F96C
z_demo_gt,8097FA1C,func_8097FA1C
z_demo_gt,8097FAFC,func_8097FAFC
z_demo_gt,8097FC1C,func_8097FC1C
z_demo_gt,8097FCE4,func_8097FCE4
z_demo_gt,8097FD70,func_8097FD70
z_demo_gt,8097FDDC,func_8097FDDC
z_demo_gt,8097FED8,func_8097FED8
z_demo_gt,8097FF14,DemoGt_Update1
z_demo_gt,8097FF5C,DemoGt_Update9
z_demo_gt,8097FF9C,DemoGt_Draw2
z_demo_gt,80980110,func_80980110_Init2
z_demo_gt,8098016C,func_8098016C
z_demo_gt,80980178,func_80980178
z_demo_gt,80980184,func_80980184
z_demo_gt,80980218,func_80980218
z_demo_gt,809802AC,func_809802AC
z_demo_gt,8098036C,func_8098036C
z_demo_gt,80980430,func_80980430
z_demo_gt,80980504,func_80980504
z_demo_gt,809805D8,func_809805D8
z_demo_gt,809806B8,func_809806B8
z_demo_gt,8098078C,func_8098078C
z_demo_gt,8098085C,func_8098085C
z_demo_gt,809809C0,func_809809C0
z_demo_gt,80980AD4,func_80980AD4
z_demo_gt,80980B68,func_80980B68
z_demo_gt,80980BFC,func_80980BFC
z_demo_gt,80980C90,func_80980C90
z_demo_gt,80980D74,func_80980D74
z_demo_gt,80980DB0,DemoGt_Update2
z_demo_gt,80980DF0,DemoGt_Update10
z_demo_gt,80980E24,DemoGt_Draw3
z_demo_gt,80980F00,func_80980F00_Init5
z_demo_gt,80980F58,func_80980F58
z_demo_gt,80980F8C,func_80980F8C
z_demo_gt,8098103C,func_8098103C
z_demo_gt,809810A0,DemoGt_Update3
z_demo_gt,809810E0,DemoGt_Update11
z_demo_gt,80981114,DemoGt_Update16
z_demo_gt,809811AC,DemoGt_Draw4
z_demo_gt,809813CC,func_809813CC_Init6
z_demo_gt,80981424,func_80981424
z_demo_gt,80981458,func_80981458
z_demo_gt,80981524,func_80981524
z_demo_gt,80981588,DemoGt_Update4
z_demo_gt,809815C8,DemoGt_Update12
z_demo_gt,809815FC,DemoGt_Update17
z_demo_gt,80981694,DemoGt_Draw5
z_demo_gt,809818A4,func_809818A4_Init7
z_demo_gt,809818FC,func_809818FC
z_demo_gt,80981930,func_80981930
z_demo_gt,80981994,DemoGt_Update5
z_demo_gt,809819D4,DemoGt_Update13
z_demo_gt,80981A08,DemoGt_Update18
z_demo_gt,80981AA0,DemoGt_Draw6
z_demo_gt,80981C94,func_80981C94_Init23
z_demo_gt,80981CEC,func_80981CEC
z_demo_gt,80981D20,func_80981D20
z_demo_gt,80981DC8,func_80981DC8
z_demo_gt,80981E04,DemoGt_Update6
z_demo_gt,80981E44,DemoGt_Update14
z_demo_gt,80981E84,DemoGt_Draw7
z_demo_gt,80982054,func_80982054_Init24
z_demo_gt,809820AC,func_809820AC
z_demo_gt,809820E0,func_809820E0
z_demo_gt,80982188,func_80982188
z_demo_gt,809821C4,DemoGt_Update7
z_demo_gt,80982204,DemoGt_Update15
z_demo_gt,80982244,DemoGt_Draw8
z_demo_gt,80982418,DemoGt_Update
z_demo_gt,80982474,DemoGt_Init
z_demo_gt,8098254C,DemoGt_Draw0
z_demo_gt,80982558,DemoGt_Draw
z_demo_ik,80983300,DemoIk_Destroy
z_demo_ik,8098330C,DemoIk_BgCheck
z_demo_ik,80983354,DemoIk_UpdateSkelAnime
z_demo_ik,80983374,DemoIk_GetCue
z_demo_ik,80983398,DemoIk_CheckCue
z_demo_ik,809833D8,DemoIk_SetMove
z_demo_ik,80983418,DemoIk_EndMove
z_demo_ik,80983428,DemoIk_GetCurFrame
z_demo_ik,80983430,DemoIk_SetColors
z_demo_ik,809834D8,DemoIk_GetIndexFromParams
z_demo_ik,80983500,DemoIk_Type1PlaySound
z_demo_ik,809835FC,DemoIk_SpawnDeadDb
z_demo_ik,809837A0,DemoIk_MoveToStartPos
z_demo_ik,80983820,DemoIk_Type1Init
z_demo_ik,8098393C,func_8098393C
z_demo_ik,8098394C,func_8098394C
z_demo_ik,809839AC,func_809839AC
z_demo_ik,809839D0,func_809839D0
z_demo_ik,80983AA4,DemoIk_Type1Action0
z_demo_ik,80983AC4,DemoIk_Type1Action1
z_demo_ik,80983AF4,DemoIk_Type1Action2
z_demo_ik,80983B58,DemoIk_Type1PostLimbDraw
z_demo_ik,80983C9C,DemoIk_Type1Draw
z_demo_ik,80983E28,DemoIk_Type2Init
z_demo_ik,80983F30,DemoIk_Type2PlaySoundOnFrame
z_demo_ik,80983F8C,DemoIk_Type2PlaySound
z_demo_ik,80983FDC,func_80983FDC
z_demo_ik,80983FEC,func_80983FEC
z_demo_ik,8098402C,func_8098402C
z_demo_ik,80984048,func_80984048
z_demo_ik,80984124,DemoIk_Type2Action0
z_demo_ik,80984144,DemoIk_Type2Action1
z_demo_ik,80984164,DemoIk_Type2Action2
z_demo_ik,8098419C,DemoIk_Type2OverrideLimbDraw
z_demo_ik,809841F4,DemoIk_Type2PostLimbDraw
z_demo_ik,8098441C,DemoIk_Type2Draw
z_demo_ik,809845B4,DemoIk_Update
z_demo_ik,80984610,DemoIk_DrawNothing
z_demo_ik,8098461C,DemoIk_Draw
z_demo_ik,80984678,DemoIk_Init
z_demo_im,80984BE0,func_80984BE0
z_demo_im,80984C68,func_80984C68
z_demo_im,80984C8C,func_80984C8C
z_demo_im,80984D00,func_80984D00
z_demo_im,80984D4C,func_80984D4C
z_demo_im,80984D74,func_80984D74
z_demo_im,80984DB8,func_80984DB8
z_demo_im,80984E58,func_80984E58
z_demo_im,80984F10,func_80984F10
z_demo_im,80984F94,func_80984F94
z_demo_im,80985018,func_80985018
z_demo_im,80985060,func_80985060
z_demo_im,80985080,func_80985080
z_demo_im,809850A0,func_809850A0
z_demo_im,809850E8,func_809850E8
z_demo_im,80985134,func_80985134
z_demo_im,80985180,func_80985180
z_demo_im,80985200,func_80985200
z_demo_im,80985280,func_80985280
z_demo_im,80985310,func_80985310
z_demo_im,80985358,func_80985358
z_demo_im,809853B4,func_809853B4
z_demo_im,80985430,func_80985430
z_demo_im,8098544C,func_8098544C
z_demo_im,809854DC,func_809854DC
z_demo_im,8098557C,func_8098557C
z_demo_im,809855A8,func_809855A8
z_demo_im,80985640,func_80985640
z_demo_im,809856AC,func_809856AC
z_demo_im,809856F8,func_809856F8
z_demo_im,80985718,func_80985718
z_demo_im,80985738,func_80985738
z_demo_im,80985770,func_80985770
z_demo_im,809857B0,func_809857B0
z_demo_im,809857F0,func_809857F0
z_demo_im,80985830,func_80985830
z_demo_im,80985860,func_80985860
z_demo_im,809858A8,func_809858A8
z_demo_im,809858C8,func_809858C8
z_demo_im,80985948,func_80985948
z_demo_im,809859E0,func_809859E0
z_demo_im,80985B34,func_80985B34
z_demo_im,80985C10,func_80985C10
z_demo_im,80985C40,func_80985C40
z_demo_im,80985C94,func_80985C94
z_demo_im,80985CE8,func_80985CE8
z_demo_im,80985E60,func_80985E60
z_demo_im,80985EAC,func_80985EAC
z_demo_im,80985EF4,func_80985EF4
z_demo_im,80985F54,func_80985F54
z_demo_im,80985F64,func_80985F64
z_demo_im,80985FE8,func_80985FE8
